gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
637450237	239	6	237	2	242	1.4e-27	96.5	pfam00483	NTP_transferase	248
637450238	203	10	155	7	137	3.7e-24	84.9	pfam13580	SIS_2	138
637450239	500	22	175	3	150	1.4e-05	25.2	pfam01467	CTP_transf_2	157
637450239	500	182	489	2	294	4.7e-23	81.7	pfam00294	PfkB	301
637450240	315	3	231	1	236	5.2e-29	101.3	pfam01370	Epimerase	236
637450241	319	9	186	2	132	8.1e-28	97.2	pfam00535	Glycos_transf_2	169
637450242	366	182	343	12	161	6.0e-21	74.6	pfam00534	Glycos_transf_1	172
637450243	327	9	159	5	110	3.1e-28	98.5	pfam00535	Glycos_transf_2	169
637450244	382	199	365	8	161	8.5e-22	77.3	pfam00534	Glycos_transf_1	172
637450245	351	40	118	9	82	6.8e-12	44.9	pfam02563	Poly_export	83
637450245	351	123	183	2	54	1.1e-04	22	pfam10531	SLBB	59
637450245	351	234	288	4	54	2.1e-06	27.5	pfam10531	SLBB	59
637450246	603	428	575	5	133	1.4e-09	38	pfam13614	AAA_31	157
637450247	226	1	223	103	330	2.4e-22	79.3	pfam14897	EpsG	330
637450248	325	84	246	2	158	5.4e-37	127	pfam00953	Glycos_transf_4	159
637450250	324	37	303	5	256	1.5e-60	204.4	pfam00676	E1_dh	300
637450251	309	1	173	9	172	1.9e-18	66.6	pfam02779	Transket_pyr	178
637450253	418	13	75	1	62	1.2e-18	66.3	pfam08421	Methyltransf_13	62
637450253	418	87	251	20	156	7.3e-19	68	pfam13489	Methyltransf_23	161
637450253	418	254	409	1	159	1.5e-39	135.1	pfam08484	Methyltransf_14	160
637450254	279	4	273	2	245	3.1e-27	95.2	pfam04321	RmlD_sub_bind	287
637450255	343	26	130	2	67	3.7e-15	55.6	pfam08240	ADH_N	109
637450255	343	172	305	1	125	4.8e-19	68.1	pfam00107	ADH_zinc_N	130
637450256	276	12	274	10	270	1.6e-54	185	pfam00456	Transketolase_N	333
637450257	305	1	161	5	172	3.7e-30	104.7	pfam02779	Transket_pyr	178
637450257	305	174	298	1	110	3.2e-20	72.2	pfam02780	Transketolase_C	124
637450259	335	1	167	13	100	1.4e-04	20.9	pfam03881	Fructosamin_kin	288
637450260	594	386	541	1	137	9.0e-30	103.7	pfam00005	ABC_tran	137
637450261	223	75	212	2	151	1.1e-20	73.7	pfam13847	Methyltransf_31	152
637450262	282	39	243	20	118	4.7e-07	29.6	pfam13489	Methyltransf_23	161
637450264	281	52	224	6	113	7.1e-21	74.3	pfam13847	Methyltransf_31	152
637450267	610	137	525	1	360	1.5e-106	356.5	pfam02543	CmcH_NodU	360
637450272	617	143	532	2	360	2.2e-114	382.3	pfam02543	CmcH_NodU	360
637450273	150	94	129	2	33	1.7e-09	37	pfam14602	Hexapep_2	34
637450274	213	67	155	1	88	2.9e-11	43.6	pfam08241	Methyltransf_11	95
637450275	324	10	175	3	142	3.2e-14	52.9	pfam00535	Glycos_transf_2	169
637450278	292	6	196	1	121	1.3e-21	76.9	pfam00535	Glycos_transf_2	169
637450279	329	3	242	2	227	2.9e-28	98.9	pfam01370	Epimerase	236
637450280	382	27	376	5	358	2.8e-95	319.4	pfam01041	DegT_DnrJ_EryC1	363
637450281	388	37	382	9	362	7.4e-96	321.3	pfam01041	DegT_DnrJ_EryC1	363
637450282	311	3	236	2	236	2.8e-39	134.9	pfam01370	Epimerase	236
637450283	474	7	201	2	184	1.3e-57	194.2	pfam03721	UDPG_MGDP_dh_N	185
637450283	474	216	313	1	95	2.3e-32	111	pfam00984	UDPG_MGDP_dh	96
637450283	474	335	448	2	105	1.5e-35	121.5	pfam03720	UDPG_MGDP_dh_C	106
637450284	207	6	70	2	65	9.5e-24	82.7	pfam01726	LexA_DNA_bind	65
637450284	207	118	190	1	69	3.6e-11	42.5	pfam00717	Peptidase_S24	70
637450285	308	10	147	1	142	2.2e-48	163.4	pfam02729	OTCace_N	142
637450285	308	152	306	3	157	3.6e-48	163.4	pfam00185	OTCace	158
637450286	620	16	109	4	110	1.4e-09	38	pfam06480	FtsH_ext	110
637450286	620	206	342	1	131	5.0e-43	146.4	pfam00004	AAA	132
637450286	620	402	612	2	213	1.9e-75	252.9	pfam01434	Peptidase_M41	213
637450287	362	7	106	6	100	8.8e-17	60.6	pfam00383	dCMP_cyt_deam_1	102
637450287	362	153	358	2	198	3.0e-36	124.9	pfam01872	RibD_C	200
637450288	166	34	165	6	134	2.2e-41	140.9	pfam11320	DUF3122	134
637450290	426	7	203	60	208	1.4e-20	73.9	pfam00590	TP_methylase	210
637450290	426	264	398	2	58	2.1e-09	37.9	pfam12847	Methyltransf_18	112
637450291	302	4	277	1	285	1.9e-65	220.4	pfam01513	NAD_kinase	285
637450292	335	26	98	2	73	1.7e-19	69.2	pfam02912	Phe_tRNA-synt_N	73
637450292	335	101	335	1	247	1.2e-99	332.4	pfam01409	tRNA-synt_2d	247
637450293	269	4	195	2	196	6.5e-65	218.1	pfam01975	SurE	197
637450294	177	1	177	2	183	7.4e-59	198.2	pfam12263	DUF3611	183
637450295	307	7	160	4	158	4.8e-41	140	pfam06574	FAD_syn	158
637450295	307	176	303	2	124	6.8e-35	119.6	pfam01687	Flavokinase	125
637450296	351	154	330	1	179	1.3e-62	210	pfam02581	TMP-TENI	180
637450297	69	3	69	13	77	1.4e-12	47.8	pfam02597	ThiS	77
637450300	218	87	217	2	129	6.6e-17	61.1	pfam00731	AIRC	150
637450302	407	25	221	3	185	3.1e-49	167.1	pfam01746	tRNA_m1G_MT	186
637450302	407	248	406	1	157	1.7e-62	209.9	pfam02542	YgbB	157
637450303	303	8	123	2	116	3.1e-21	75.5	pfam01926	MMR_HSR1	116
637450303	303	207	288	1	78	2.8e-19	68.4	pfam07650	KH_2	78
637450305	245	22	235	2	205	3.7e-30	105	pfam01027	Bax1-I	205
637450306	318	114	318	2	205	5.0e-90	300.2	pfam02562	PhoH	205
637450307	114	8	64	1	62	4.9e-18	64.5	pfam00886	Ribosomal_S16	62
637450308	498	5	82	1	75	1.6e-16	60.1	pfam02881	SRP54_N	75
637450308	498	100	296	1	196	2.4e-76	255.5	pfam00448	SRP54	196
637450308	498	327	427	1	104	3.3e-28	97.9	pfam02978	SRP_SPB	104
637450309	702	583	697	1	117	4.5e-25	88.3	pfam13355	DUF4101	117
637450310	345	29	335	2	298	1.1e-97	326.4	pfam00676	E1_dh	300
637450311	313	17	53	1	34	4.5e-14	51.8	pfam00140	Sigma70_r1_2	37
637450311	313	82	152	2	71	3.0e-23	81.1	pfam04542	Sigma70_r2	71
637450311	313	161	239	1	77	1.3e-15	57	pfam04539	Sigma70_r3	78
637450311	313	251	304	1	50	4.9e-17	60.9	pfam04545	Sigma70_r4	50
637450312	521	35	196	2	169	4.7e-30	104.4	pfam03853	YjeF_N	169
637450312	521	256	515	2	229	1.3e-37	129.3	pfam01256	Carb_kinase	242
637450313	390	24	384	1	356	7.6e-106	353.6	pfam03054	tRNA_Me_trans	356
637450315	190	97	187	2	94	2.2e-34	117.3	pfam00254	FKBP_C	94
637450316	156	14	147	3	129	1.5e-50	170.9	pfam09055	Sod_Ni	129
637450317	88	1	67	7	63	1.9e-09	37	pfam00717	Peptidase_S24	70
637450319	295	32	291	1	254	5.6e-86	287.7	pfam00218	IGPS	254
637450320	479	9	330	1	198	6.7e-38	130.5	pfam07992	Pyr_redox_2	201
637450320	479	181	263	2	67	1.1e-15	57.7	pfam00070	Pyr_redox	80
637450320	479	358	471	1	108	4.5e-29	100.7	pfam02852	Pyr_redox_dim	110
637450321	246	1	67	8	72	1.4e-05	25.1	pfam08032	SpoU_sub_bind	76
637450321	246	77	231	2	135	2.0e-31	108.7	pfam00588	SpoU_methylase	142
637450322	457	18	420	3	419	7.6e-99	330.9	pfam00275	EPSP_synthase	419
637450324	417	36	363	3	338	2.2e-97	325.9	pfam00202	Aminotran_3	339
637450325	410	47	246	1	133	6.1e-09	36.1	pfam08245	Mur_ligase_M	188
637450326	451	50	189	1	131	1.8e-29	101.9	pfam01565	FAD_binding_4	139
637450329	464	20	119	3	98	6.6e-28	96.4	pfam00919	UPF0004	98
637450329	464	164	343	1	166	1.7e-27	96.6	pfam04055	Radical_SAM	166
637450329	464	396	463	3	60	7.5e-08	32	pfam01938	TRAM	61
637450330	355	7	128	2	116	6.7e-28	97.3	pfam01820	Dala_Dala_lig_N	117
637450330	355	145	350	2	202	2.1e-65	219.9	pfam07478	Dala_Dala_lig_C	203
637450332	241	33	102	4	67	5.3e-05	23.1	pfam08478	POTRA_1	69
637450333	371	22	193	2	214	5.7e-37	127.6	pfam00091	Tubulin	216
637450333	371	230	325	1	95	9.0e-33	112.2	pfam12327	FtsZ_C	95
637450334	257	1	256	6	251	4.9e-84	281.5	pfam02548	Pantoate_transf	261
637450335	408	10	188	2	139	2.8e-12	47.1	pfam04055	Radical_SAM	166
637450336	369	288	351	2	50	4.8e-05	23	pfam01938	TRAM	61
637450337	220	20	213	23	181	3.3e-51	173.5	pfam00574	CLP_protease	182
637450338	201	15	197	2	180	2.9e-81	271.4	pfam00574	CLP_protease	182
637450339	329	14	178	2	165	1.5e-78	261.8	pfam07991	IlvN	165
637450339	329	184	329	1	145	3.1e-58	195.8	pfam01450	IlvC	145
637450340	337	7	323	3	292	6.8e-66	222.3	pfam03186	CobD_Cbib	295
637450341	88	9	86	25	55	3.8e-05	23.9	pfam00504	Chloroa_b-bind	156
637450345	91	1	90	1	89	2.3e-31	107.6	pfam00216	Bac_DNA_binding	90
637450346	677	11	100	1	84	3.9e-09	36.4	pfam02922	CBM_48	85
637450346	677	171	521	8	312	1.9e-18	66.9	pfam00128	Alpha-amylase	316
637450348	449	1	443	4	423	4.6e-74	249.3	pfam13347	MFS_2	428
637450349	251	32	249	2	214	5.7e-66	222	pfam02405	Permease	215
637450350	134	12	128	1	116	2.5e-42	143.5	pfam11317	DUF3119	117
637450351	336	54	334	3	282	0.0e+00	435	pfam11285	DUF3086	284
637450352	198	7	186	2	178	2.5e-57	193.3	pfam02660	G3P_acyltransf	178
637450353	239	8	234	3	222	1.1e-37	129.6	pfam00215	OMPdecase	226
637450354	412	37	327	2	291	5.5e-69	232.5	pfam00579	tRNA-synt_1b	292
637450355	107	1	104	1	107	1.2e-44	150.7	pfam08855	DUF1825	108
637450357	491	19	142	1	125	8.0e-16	57.9	pfam02789	Peptidase_M17_N	126
637450357	491	174	485	1	311	3.7e-124	413.6	pfam00883	Peptidase_M17	311
637450358	200	23	176	2	154	4.8e-49	166.2	pfam01625	PMSR	156
637450359	392	5	389	1	365	7.9e-87	291.3	pfam02684	LpxB	373
637450360	280	44	79	2	35	3.4e-06	26.3	pfam00132	Hexapep	36
637450360	280	116	151	2	35	2.4e-07	29.9	pfam00132	Hexapep	36
637450360	280	188	276	1	82	5.5e-15	55.3	pfam13720	Acetyltransf_11	83
637450361	152	21	145	1	137	2.7e-37	127.3	pfam07977	FabA	138
637450362	278	10	278	4	272	7.0e-75	251.5	pfam03331	LpxC	277
637450363	713	84	160	2	77	2.4e-08	34.2	pfam07244	Surf_Ag_VNR	78
637450363	713	162	237	4	76	1.7e-08	33.9	pfam08479	POTRA_2	76
637450363	713	242	325	12	77	3.7e-11	43.2	pfam07244	Surf_Ag_VNR	78
637450363	713	352	713	1	302	2.7e-44	151.9	pfam01103	Bac_surface_Ag	323
637450364	242	4	242	2	246	4.0e-60	203	pfam01259	SAICAR_synt	249
637450365	445	15	116	2	100	1.7e-27	95.7	pfam02844	GARS_N	100
637450365	445	117	308	1	194	2.5e-77	258.8	pfam01071	GARS_A	194
637450365	445	343	436	3	91	4.3e-25	87.7	pfam02843	GARS_C	93
637450366	689	214	283	2	69	2.0e-12	47	pfam00672	HAMP	70
637450366	689	298	407	4	112	4.2e-08	32.9	pfam00989	PAS	113
637450366	689	416	484	2	68	5.5e-18	64.7	pfam00512	HisKA	68
637450366	689	529	662	4	111	1.7e-26	92.1	pfam02518	HATPase_c	111
637450367	509	17	247	1	224	3.6e-74	248.7	pfam06745	KaiC	227
637450367	509	259	479	2	223	1.3e-38	132.3	pfam06745	KaiC	227
637450368	107	10	91	1	81	4.9e-30	102.8	pfam07689	KaiB	82
637450369	146	17	112	2	96	2.1e-32	111.1	pfam00829	Ribosomal_L21p	96
637450370	86	2	85	1	81	9.3e-37	124.6	pfam01016	Ribosomal_L27	81
637450371	223	52	205	18	113	8.1e-10	38.6	pfam13489	Methyltransf_23	161
637450372	305	26	175	1	149	6.4e-49	165.9	pfam01509	TruB_N	149
637450373	397	123	214	4	96	1.6e-29	101.9	pfam08486	SpoIID	96
637450374	312	31	274	2	193	1.2e-25	90.2	pfam12706	Lactamase_B_2	194
637450375	192	60	157	21	71	5.4e-08	32.5	pfam13599	Pentapeptide_4	78
637450377	99	10	85	4	77	1.5e-22	79	pfam00111	Fer2	78
637450378	300	5	299	1	294	1.1e-71	241.3	pfam06325	PrmA	295
637450379	528	4	313	1	133	4.6e-37	126.4	pfam00389	2-Hacid_dh	133
637450379	528	105	281	1	178	1.4e-58	196.9	pfam02826	2-Hacid_dh_C	178
637450379	528	455	519	3	65	6.5e-09	35	pfam01842	ACT	66
637450383	207	58	195	104	208	2.0e-06	27.2	pfam06966	DUF1295	235
637450384	183	6	99	3	97	5.2e-25	87.6	pfam12766	Pyridox_oxase_2	100
637450385	186	15	101	1	81	1.2e-20	73.7	pfam07681	DoxX	85
637450386	379	5	208	6	198	4.6e-24	85	pfam03441	FAD_binding_7	277
637450387	309	24	201	1	147	3.0e-20	72.8	pfam00106	adh_short	167
637450389	87	45	78	1	33	2.3e-13	49.5	pfam12518	DUF3721	34
637450390	473	125	303	1	188	5.3e-37	127.6	pfam08245	Mur_ligase_M	188
637450392	243	7	122	10	107	6.3e-29	99.9	pfam02678	Pirin	107
637450393	178	14	161	1	136	2.0e-37	127.9	pfam07799	DUF1643	136
637450394	161	11	160	2	150	2.0e-61	206.1	pfam09980	DUF2214	150
637450395	250	28	158	3	150	1.7e-08	34.7	pfam01590	GAF	154
637450396	414	4	404	2	408	3.6e-108	361.6	pfam03486	HI0933_like	409
637450397	291	8	134	1	125	5.7e-12	45.7	pfam00892	EamA	126
637450397	291	163	291	7	125	2.7e-06	27.4	pfam00892	EamA	126
637450398	92	17	88	6	74	4.8e-23	80.3	pfam05899	Cupin_3	74
637450399	111	15	110	2	109	4.1e-16	58.8	pfam05656	DUF805	120
637450402	92	3	73	1	70	2.2e-19	68.8	pfam00076	RRM_1	70
637450403	331	4	254	1	228	2.7e-18	66.2	pfam01370	Epimerase	236
637450404	368	52	347	4	251	1.1e-41	143	pfam00487	FA_desaturase	257
637450405	294	154	284	1	133	2.0e-29	102.1	pfam03641	Lysine_decarbox	133
637450406	225	7	187	1	164	3.5e-19	69.6	pfam13419	HAD_2	176
637450407	212	1	208	1	185	1.6e-44	151.9	pfam02586	DUF159	208
637450408	392	69	350	4	249	1.7e-28	99.8	pfam00487	FA_desaturase	257
637450409	207	4	204	3	204	9.3e-62	208.1	pfam06080	DUF938	204
637450412	400	28	397	1	354	1.1e-81	274.3	pfam03739	YjgP_YjgQ	354
637450413	66	1	66	1	67	2.5e-17	62.6	pfam10999	DUF2839	68
637450414	182	9	60	1	52	6.7e-23	79.9	pfam07566	DUF1543	52
637450414	182	95	158	1	49	4.4e-13	48.5	pfam07566	DUF1543	52
637450420	87	11	87	1	74	7.9e-18	64.3	pfam07864	DUF1651	75
637450422	42	1	32	131	155	2.0e-05	24.8	pfam00504	Chloroa_b-bind	156
637450427	93	3	90	1	85	8.4e-31	105.5	pfam12594	DUF3764	86
637450429	133	33	74	1	46	3.8e-09	36.2	pfam01844	HNH	47
637450432	123	13	116	50	137	1.7e-04	21	pfam06835	LptC	176
637450435	106	3	93	2	90	8.9e-34	115.7	pfam11746	DUF3303	91
637450438	142	57	129	2	68	1.4e-07	30.9	pfam07883	Cupin_2	71
637450440	112	3	93	1	91	2.2e-29	101.6	pfam11746	DUF3303	91
637450441	326	80	251	3	145	5.6e-09	35.9	pfam12695	Abhydrolase_5	145
637450443	135	50	134	1	82	7.7e-12	45.4	pfam00565	SNase	108
637450447	122	46	79	1	34	4.7e-15	54.8	pfam12518	DUF3721	34
637450448	172	69	138	2	70	3.6e-28	96.8	pfam04214	DUF411	70
637450451	446	255	396	1	120	5.7e-23	81.1	pfam13365	Trypsin_2	120
637450454	153	5	151	1	142	8.5e-52	174.9	pfam01878	EVE	143
637450455	83	21	77	1	57	1.1e-28	98.9	pfam10929	DUF2811	57
637450456	123	2	119	3	117	2.3e-42	143.7	pfam08848	DUF1818	117
637450457	78	19	75	1	56	3.0e-14	52.4	pfam01192	RNA_pol_Rpb6	57
637450458	521	209	442	221	376	4.8e-10	38	pfam00012	HSP70	602
637450459	180	7	136	3	112	9.4e-14	51.2	pfam00156	Pribosyltran	125
637450460	540	17	522	2	251	4.1e-89	298.2	pfam01676	Metalloenzyme	252
637450460	540	95	314	1	223	6.1e-75	251.3	pfam06415	iPGM_N	223
637450461	74	2	74	2	72	2.6e-18	65.4	pfam03840	SecG	74
637450462	544	22	525	1	483	1.4e-120	403.1	pfam00118	Cpn60_TCP1	485
637450463	103	10	102	2	93	6.5e-33	112.5	pfam00166	Cpn10	93
637450464	486	15	87	1	69	8.3e-24	83.5	pfam02874	ATP-synt_ab_N	69
637450464	486	143	364	1	215	2.5e-61	206.8	pfam00006	ATP-synt_ab	215
637450464	486	377	486	1	111	3.1e-27	95.2	pfam00306	ATP-synt_ab_C	113
637450465	134	3	81	2	80	2.5e-26	91.2	pfam02823	ATP-synt_DE_N	80
637450465	134	85	134	1	46	4.4e-07	29.6	pfam00401	ATP-synt_DE	48
637450466	158	89	137	1	48	5.6e-27	93.5	pfam04839	PSRP-3_Ycf65	49
637450468	441	5	138	5	133	5.1e-38	129.4	pfam05195	AMP_N	134
637450468	441	182	422	2	207	5.8e-54	182.8	pfam00557	Peptidase_M24	207
637450469	325	7	185	1	183	1.2e-36	125.7	pfam01595	DUF21	183
637450470	413	50	162	1	116	2.1e-14	53.4	pfam01926	MMR_HSR1	116
637450470	413	220	388	4	140	7.7e-26	90.5	pfam05128	DUF697	162
637450471	193	11	169	1	155	1.0e-16	61.4	pfam01467	CTP_transf_2	157
637450472	565	5	169	5	169	4.7e-10	39.1	pfam00795	CN_hydrolase	186
637450472	565	279	542	3	242	1.3e-67	227.2	pfam02540	NAD_synthase	242
637450473	352	4	340	2	340	0.0e+00	491.1	pfam11805	DUF3326	340
637450475	108	8	83	3	78	1.5e-13	50.3	pfam00111	Fer2	78
637450476	316	2	316	1	288	1.0e-97	326.9	pfam00231	ATP-synt	290
637450477	505	25	93	2	69	3.9e-18	65.4	pfam02874	ATP-synt_ab_N	69
637450477	505	149	365	1	215	6.7e-72	241.4	pfam00006	ATP-synt_ab	215
637450477	505	377	494	1	102	5.2e-22	78.4	pfam00306	ATP-synt_ab_C	113
637450478	180	7	178	1	169	1.1e-48	165.3	pfam00213	OSCP	172
637450479	170	17	148	2	128	2.8e-24	85.4	pfam00430	ATP-synt_B	132
637450480	153	20	151	1	131	4.3e-25	88	pfam00430	ATP-synt_B	132
637450481	81	8	77	2	66	2.3e-23	81.8	pfam00137	ATP-synt_C	66
637450482	241	26	235	2	214	2.0e-54	184.3	pfam00119	ATP-synt_A	215
637450484	409	45	397	3	357	5.9e-97	324.6	pfam01098	FTSW_RODA_SPOVE	359
637450485	218	16	214	1	210	5.9e-34	117.5	pfam02683	DsbD	211
637450486	428	14	420	1	463	3.6e-87	292.8	pfam05140	ResB	464
637450487	136	56	136	1	80	4.2e-30	103.5	pfam14489	QueF	81
637450489	112	4	105	1	102	2.0e-38	130.9	pfam00543	P-II	102
637450490	270	5	53	2	46	3.3e-07	29.6	pfam01479	S4	48
637450490	270	61	249	1	176	4.0e-16	59.5	pfam01728	FtsJ	181
637450491	431	3	284	7	306	6.2e-48	163.5	pfam00206	Lyase_1	312
637450491	431	349	430	1	79	9.3e-24	83.2	pfam10397	ADSL_C	81
637450492	461	13	343	1	312	2.1e-93	312.9	pfam00206	Lyase_1	312
637450492	461	409	461	1	53	2.7e-16	59.3	pfam10415	FumaraseC_C	55
637450493	908	13	171	2	165	1.8e-21	76.3	pfam00270	DEAD	169
637450493	908	310	394	10	78	5.5e-07	29.3	pfam00271	Helicase_C	78
637450493	908	717	891	3	177	1.8e-41	141.3	pfam08148	DSHCT	180
637450494	381	36	377	2	348	5.1e-48	163.8	pfam00155	Aminotran_1_2	363
637450496	252	24	168	6	137	2.7e-14	53.2	pfam13489	Methyltransf_23	161
637450497	220	8	198	3	197	8.8e-54	182.1	pfam13500	AAA_26	199
637450498	433	32	374	3	337	8.2e-84	281.3	pfam00202	Aminotran_3	339
637450499	85	23	84	1	63	1.6e-21	75.9	pfam11341	DUF3143	63
637450500	148	6	69	1	64	3.1e-18	65.2	pfam00226	DnaJ	64
637450501	239	18	209	8	175	1.3e-31	109.1	pfam02527	GidB	184
637450502	399	17	281	2	194	3.7e-26	91.6	pfam00248	Aldo_ket_red	283
637450503	121	34	91	1	65	1.5e-18	67.1	pfam13459	Fer4_15	65
637450504	130	19	124	1	105	1.7e-36	124.2	pfam06868	DUF1257	105
637450505	71	6	53	1	47	6.8e-20	70.1	pfam11211	DUF2997	48
637450506	256	115	208	1	87	1.7e-12	47.4	pfam13646	HEAT_2	88
637450507	348	100	241	13	135	1.7e-07	31.4	pfam13353	Fer4_12	139
637450507	348	107	281	3	160	1.8e-12	47.7	pfam04055	Radical_SAM	166
637450509	1366	21	90	105	158	2.3e-08	33.9	pfam04983	RNA_pol_Rpb1_3	158
637450509	1366	119	209	1	83	3.4e-15	55.6	pfam05000	RNA_pol_Rpb1_4	108
637450509	1366	200	1215	1	276	7.9e-61	205.7	pfam04998	RNA_pol_Rpb1_5	277
637450510	634	9	353	2	337	9.2e-84	281.5	pfam04997	RNA_pol_Rpb1_1	337
637450510	634	355	497	1	165	5.6e-50	169.5	pfam00623	RNA_pol_Rpb1_2	166
637450510	634	500	631	1	30	5.1e-09	36	pfam04983	RNA_pol_Rpb1_3	158
637450511	1097	17	374	1	203	2.6e-46	157.1	pfam04563	RNA_pol_Rpb2_1	203
637450511	1097	131	319	1	190	1.9e-45	154.6	pfam04561	RNA_pol_Rpb2_2	190
637450511	1097	378	447	1	68	1.5e-30	104.7	pfam04565	RNA_pol_Rpb2_3	68
637450511	1097	456	523	1	66	2.7e-15	55.9	pfam10385	RNA_pol_Rpb2_45	66
637450511	1097	529	985	2	386	0.0e+00	513	pfam00562	RNA_pol_Rpb2_6	386
637450511	1097	987	1063	1	81	1.0e-28	99.4	pfam04560	RNA_pol_Rpb2_7	82
637450512	264	7	259	1	255	6.6e-70	235.2	pfam01026	TatD_DNase	255
637450513	97	2	92	1	83	2.4e-23	82.3	pfam01649	Ribosomal_S20p	84
637450514	428	14	427	6	413	0.0e+00	504.2	pfam00815	Histidinol_dh	413
637450515	231	46	221	1	170	2.0e-62	209.5	pfam06026	Rib_5-P_isom_A	173
637450516	380	99	237	1	120	8.6e-23	80.6	pfam13365	Trypsin_2	120
637450516	380	274	372	1	81	1.0e-12	47.7	pfam13180	PDZ_2	82
637450517	155	12	150	2	140	3.8e-20	71.9	pfam02576	DUF150	141
637450518	467	8	145	2	121	3.0e-31	107.9	pfam08529	NusA_N	122
637450518	467	263	331	1	67	1.7e-25	88.6	pfam13184	KH_5	69
637450519	86	8	82	1	76	3.4e-15	55.4	pfam04296	DUF448	78
637450520	1169	4	56	2	52	6.9e-12	44.8	pfam04760	IF2_N	54
637450520	1169	583	634	2	53	1.5e-12	46.9	pfam04760	IF2_N	54
637450520	1169	661	829	3	184	1.8e-41	141.6	pfam00009	GTP_EFTU	188
637450520	1169	855	918	1	72	9.3e-07	28.8	pfam03144	GTP_EFTU_D2	74
637450520	1169	951	1059	2	108	2.2e-35	120.8	pfam11987	IF-2	109
637450521	79	4	76	2	75	1.7e-28	98.3	pfam11998	DUF3493	75
637450522	515	60	217	3	154	1.1e-21	77.4	pfam13231	PMT_2	159
637450523	363	127	296	1	165	2.7e-18	66.2	pfam00535	Glycos_transf_2	169
637450524	539	255	422	3	163	1.2e-15	58.1	pfam04055	Radical_SAM	166
637450525	118	38	115	2	71	2.1e-21	75.4	pfam02617	ClpS	82
637450526	408	34	405	2	363	8.3e-33	113.8	pfam00155	Aminotran_1_2	363
637450527	605	31	110	2	72	1.2e-09	38	pfam00575	S1	74
637450527	605	113	383	1	270	4.4e-92	308.1	pfam10150	RNase_E_G	271
637450528	209	23	205	1	197	1.7e-48	164.8	pfam01351	RNase_HII	198
637450529	172	18	169	4	158	1.5e-41	141.8	pfam09366	DUF1997	159
637450530	281	5	186	1	180	4.1e-50	169.8	pfam00800	PDT	182
637450530	281	194	260	9	48	1.5e-04	21.1	pfam01842	ACT	66
637450531	311	97	192	1	94	2.2e-19	69.7	pfam08241	Methyltransf_11	95
637450532	218	8	197	1	204	1.1e-33	116.7	pfam02190	LON	205
637450533	106	10	106	1	97	5.6e-39	131.8	pfam00338	Ribosomal_S10	97
637450534	399	10	202	1	187	1.5e-60	203.9	pfam00009	GTP_EFTU	188
637450534	399	225	294	1	73	4.9e-18	65	pfam03144	GTP_EFTU_D2	74
637450534	399	298	398	1	99	3.2e-34	117	pfam03143	GTP_EFTU_D3	99
637450535	691	8	280	2	187	5.0e-64	215.1	pfam00009	GTP_EFTU	188
637450535	691	320	387	1	74	3.6e-12	46.2	pfam03144	GTP_EFTU_D2	74
637450535	691	400	474	1	74	1.3e-34	117.8	pfam14492	EFG_II	75
637450535	691	475	594	1	120	1.4e-42	144	pfam03764	EFG_IV	120
637450535	691	596	683	1	87	8.1e-31	105.7	pfam00679	EFG_C	89
637450536	156	1	149	1	148	9.9e-61	203.6	pfam00177	Ribosomal_S7	148
637450537	125	2	123	1	122	1.6e-55	185.7	pfam00164	Ribosom_S12_S23	122
637450538	1521	28	398	1	361	1.5e-116	389	pfam00310	GATase_2	361
637450538	1521	472	764	2	287	2.4e-103	345.4	pfam04898	Glu_syn_central	288
637450538	1521	821	1208	1	367	0.0e+00	527.7	pfam01645	Glu_synthase	368
637450538	1521	1286	1481	2	196	1.7e-59	200.1	pfam01493	GXGXG	202
637450539	97	6	92	15	87	2.2e-06	27.7	pfam03795	YCII	95
637450540	297	61	225	3	161	7.0e-16	58.8	pfam04055	Radical_SAM	166
637450541	228	42	179	1	140	1.3e-16	60.7	pfam00239	Resolvase	141
637450543	299	86	270	64	188	1.7e-07	30.8	pfam13354	Beta-lactamase2	197
637450544	251	121	234	3	92	4.2e-20	71.5	pfam00877	NLPC_P60	105
637450545	199	36	188	1	152	3.8e-63	211.6	pfam02605	PsaL	154
637450546	37	9	33	1	25	1.9e-10	40.1	pfam00796	PSI_8	25
637450548	320	9	173	1	167	1.5e-31	109.3	pfam00535	Glycos_transf_2	169
637450549	742	8	735	1	684	0.0e+00	1073.1	pfam00223	PsaA_PsaB	684
637450550	767	38	761	2	684	0.0e+00	1124.5	pfam00223	PsaA_PsaB	684
637450551	606	49	132	3	83	1.1e-22	79.4	pfam11760	CbiG_N	84
637450551	606	221	351	2	120	1.7e-38	131.5	pfam01890	CbiG_C	121
637450551	606	362	573	2	201	4.2e-35	121.3	pfam00590	TP_methylase	210
637450554	395	28	253	4	218	6.9e-53	179.4	pfam01168	Ala_racemase_N	218
637450554	395	266	394	3	128	6.0e-39	132.4	pfam00842	Ala_racemase_C	129
637450555	168	80	123	1	47	9.6e-13	47.7	pfam01844	HNH	47
637450556	364	68	183	3	116	8.6e-36	122.1	pfam03462	PCRF	116
637450556	364	212	325	4	114	7.9e-39	131.9	pfam00472	RF-1	114
