gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
637450698	377	28.83	1	375	1	380	2.0e-41	163	COG0438	Glycosyltransferase	381
637450700	969	47.77	6	443	3	442	0.0e+00	512	COG0403	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	450
637450700	969	52	474	934	28	496	0.0e+00	632	COG1003	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	496
637450701	129	42.19	1	126	1	128	7.0e-31	126	COG0509	Glycine cleavage system H protein (lipoate-binding)	131
637450702	429	45.37	1	417	1	416	0.0e+00	472	COG4100	Cystathionine beta-lyase family protein involved in aluminum resistance	416
637450704	328	44.89	56	324	14	281	3.0e-66	245	COG1398	Fatty-acid desaturase	289
637450705	151	44.9	5	150	1	145	5.0e-27	113	COG0359	Ribosomal protein L9	148
637450706	460	53.33	27	459	2	434	0.0e+00	502	COG0305	Replicative DNA helicase	435
637450707	654	49.84	9	640	3	620	0.0e+00	834	COG0445	NAD/FAD-utilizing enzyme apparently involved in cell division	621
637450708	214	22.29	23	183	5	166	1.0e-06	46.5	COG3161	4-hydroxybenzoate synthetase (chorismate lyase)	174
637450711	443	23.58	19	431	4	421	3.0e-28	119	COG1793	ATP-dependent DNA ligase	444
637450714	918	49.34	12	918	4	876	0.0e+00	1056	COG0525	Valyl-tRNA synthetase	877
637450718	283	36.97	4	239	2	237	1.0e-57	216	COG0421	Spermidine synthase	282
637450719	294	34.83	14	290	12	301	2.0e-52	199	COG0010	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family	305
637450720	370	37.57	1	367	3	371	8.0e-93	334	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	379
637450721	598	52.61	1	595	1	583	0.0e+00	807	COG0173	Aspartyl-tRNA synthetase	585
637450722	536	61.09	3	534	2	532	0.0e+00	855	COG0504	CTP synthase (UTP-ammonia lyase)	533
637450723	223	26.11	5	222	4	211	6.0e-30	124	COG0602	Organic radical activating enzymes	212
637450724	224	44.75	4	220	1	214	1.0e-65	242	COG0603	Predicted PP-loop superfamily ATPase	222
637450725	439	27.4	16	438	44	454	3.0e-85	309	COG0147	Anthranilate/para-aminobenzoate synthases component I	462
637450726	275	23.11	5	248	3	250	5.0e-27	115	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
637450727	261	48.54	5	243	2	236	1.0e-77	283	COG0007	Uroporphyrinogen-III methylase	244
637450728	416	20.27	27	400	28	377	2.0e-14	74.1	COG2814	Arabinose efflux permease	394
637450729	695	48.21	1	695	4	688	0.0e+00	799	COG0855	Polyphosphate kinase	696
637450730	339	40.24	43	330	2	328	4.0e-69	255	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
637450732	355	57.43	12	354	4	346	0.0e+00	505	COG0722	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	351
637450733	857	62.68	7	855	1	845	0.0e+00	1264	COG1049	Aconitase B	852
637450734	452	28.73	18	452	10	434	5.0e-49	189	COG0038	Chloride channel protein EriC	443
637450735	284	45.88	7	284	9	287	6.0e-99	354	COG0788	Formyltetrahydrofolate hydrolase	287
637450736	360	17.91	12	356	6	365	3.0e-26	112	COG0665	Glycine/D-amino acid oxidases (deaminating)	387
637450737	634	61.33	1	599	4	579	0.0e+00	664	COG0443	Molecular chaperone	579
637450738	285	39.79	1	285	1	281	1.0e-71	263	COG0169	Shikimate 5-dehydrogenase	283
637450739	154	36.04	6	116	2	112	2.0e-20	91.8	COG0360	Ribosomal protein S6	112
637450740	404	55.2	1	402	1	402	0.0e+00	556	COG0137	Argininosuccinate synthase	403
637450742	359	36.67	32	355	3	312	7.0e-40	158	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
637450744	468	21.82	26	439	15	375	1.0e-26	114	COG0438	Glycosyltransferase	381
637450745	966	63.08	12	965	4	933	0.0e+00	1463	COG0178	Excinuclease ATPase subunit	935
637450746	559	31.05	1	541	1	537	7.0e-87	315	COG0497	ATPase involved in DNA repair	557
637450747	618	36.72	14	524	2	504	1.0e-117	417	COG0661	Predicted unusual protein kinase	517
637450749	367	47.34	10	340	41	377	5.0e-102	364	COG0498	Threonine synthase	411
639332025	329	24.92	27	302	39	337	7.0e-30	124	COG3239	Fatty acid desaturase	343
